Ride,Date/Time,Wait Time
Mickey & Minnie's Runaway Railway,2023-02-02 14:45:16,156
Mickey & Minnie's Runaway Railway,2023-02-02 14:50:16,158
Mickey & Minnie's Runaway Railway,2023-02-02 14:55:16,159
Mickey & Minnie's Runaway Railway,2023-02-02 15:00:16,162
Mickey & Minnie's Runaway Railway,2023-02-02 15:05:16,163
Mickey & Minnie's Runaway Railway,2023-02-02 15:10:16,163
Mickey & Minnie's Runaway Railway,2023-02-02 15:15:16,163
Mickey & Minnie's Runaway Railway,2023-02-02 15:20:16,163
Mickey & Minnie's Runaway Railway,2023-02-02 15:25:16,163
Mickey & Minnie's Runaway Railway,2023-02-02 15:30:17,163
Mickey & Minnie's Runaway Railway,2023-02-02 15:35:16,163
Mickey & Minnie's Runaway Railway,2023-02-02 15:40:16,163
Mickey & Minnie's Runaway Railway,2023-02-02 15:45:17,164
Mickey & Minnie's Runaway Railway,2023-02-02 15:50:16,165
Mickey & Minnie's Runaway Railway,2023-02-02 15:55:16,167
Mickey & Minnie's Runaway Railway,2023-02-02 16:00:16,169
Mickey & Minnie's Runaway Railway,2023-02-02 16:05:17,174
Mickey & Minnie's Runaway Railway,2023-02-02 16:10:16,176
Mickey & Minnie's Runaway Railway,2023-02-02 16:15:16,180
Mickey & Minnie's Runaway Railway,2023-02-02 16:20:16,182
Mickey & Minnie's Runaway Railway,2023-02-02 16:25:16,184
Mickey & Minnie's Runaway Railway,2023-02-02 16:30:16,186
Mickey & Minnie's Runaway Railway,2023-02-02 16:35:16,188
Mickey & Minnie's Runaway Railway,2023-02-02 16:40:16,188
Mickey & Minnie's Runaway Railway,2023-02-02 16:45:16,188
Mickey & Minnie's Runaway Railway,2023-02-02 16:50:17,188
Mickey & Minnie's Runaway Railway,2023-02-02 16:55:16,188
Mickey & Minnie's Runaway Railway,2023-02-02 17:00:16,188
Mickey & Minnie's Runaway Railway,2023-02-02 17:05:16,188
Mickey & Minnie's Runaway Railway,2023-02-02 17:10:16,188
Mickey & Minnie's Runaway Railway,2023-02-02 17:15:16,188
Mickey & Minnie's Runaway Railway,2023-02-02 17:20:16,188
Mickey & Minnie's Runaway Railway,2023-02-02 17:25:16,188
Mickey & Minnie's Runaway Railway,2023-02-02 17:30:17,188
Mickey & Minnie's Runaway Railway,2023-02-02 18:15:16,189
Mickey & Minnie's Runaway Railway,2023-02-02 18:20:16,194
Mickey & Minnie's Runaway Railway,2023-02-02 18:25:16,195
Mickey & Minnie's Runaway Railway,2023-02-02 18:30:16,196
Mickey & Minnie's Runaway Railway,2023-02-02 18:35:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 18:40:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 18:45:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 18:50:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 18:55:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 19:00:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 19:05:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 19:10:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 19:15:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 19:20:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 19:25:16,200
Mickey & Minnie's Runaway Railway,2023-02-02 19:30:17,200
Mickey & Minnie's Runaway Railway,2023-02-03 08:05:16,8
Mickey & Minnie's Runaway Railway,2023-02-03 08:10:16,8
Mickey & Minnie's Runaway Railway,2023-02-03 08:15:16,9
Mickey & Minnie's Runaway Railway,2023-02-03 08:20:16,12
Mickey & Minnie's Runaway Railway,2023-02-03 08:25:16,13
Mickey & Minnie's Runaway Railway,2023-02-03 08:30:16,14
Mickey & Minnie's Runaway Railway,2023-02-03 08:35:16,16
