Ride,Date/Time,Wait Time
Haunted Mansion Holiday,2024-08-02 18:25:11,226
Haunted Mansion Holiday,2024-08-02 18:30:12,228
Haunted Mansion Holiday,2024-08-02 18:35:12,230
Haunted Mansion Holiday,2024-08-02 18:40:11,231
Haunted Mansion Holiday,2024-08-02 18:45:11,232
Haunted Mansion Holiday,2024-08-02 18:50:12,234
Haunted Mansion Holiday,2024-08-02 18:55:11,235
Haunted Mansion Holiday,2024-08-02 19:00:11,235
Haunted Mansion Holiday,2024-08-02 19:05:12,235
Haunted Mansion Holiday,2024-08-02 19:10:12,237
Haunted Mansion Holiday,2024-08-02 19:15:12,238
Haunted Mansion Holiday,2024-08-02 19:20:12,239
Haunted Mansion Holiday,2024-08-02 19:25:11,240
Haunted Mansion Holiday,2024-08-02 19:30:11,243
Haunted Mansion Holiday,2024-08-02 19:35:11,244
Haunted Mansion Holiday,2024-08-02 19:40:12,246
Haunted Mansion Holiday,2024-08-02 19:45:12,248
Haunted Mansion Holiday,2024-08-02 19:50:11,249
Haunted Mansion Holiday,2024-08-02 19:55:11,253
Haunted Mansion Holiday,2024-08-02 20:00:12,255
Haunted Mansion Holiday,2024-08-02 20:05:11,256
Haunted Mansion Holiday,2024-08-02 20:10:11,260
Haunted Mansion Holiday,2024-08-02 20:15:11,262
Haunted Mansion Holiday,2024-08-02 20:20:12,263
Haunted Mansion Holiday,2024-08-02 20:25:11,265
Haunted Mansion Holiday,2024-08-02 20:30:12,267
Haunted Mansion Holiday,2024-08-02 20:35:11,268
Haunted Mansion Holiday,2024-08-02 20:40:12,270
Haunted Mansion Holiday,2024-08-02 20:45:12,272
Haunted Mansion Holiday,2024-08-02 20:50:12,273
Haunted Mansion Holiday,2024-08-02 20:55:11,275
Haunted Mansion Holiday,2024-08-02 21:00:12,279
Haunted Mansion Holiday,2024-08-02 21:05:11,280
Haunted Mansion Holiday,2024-08-02 21:10:12,282
Haunted Mansion Holiday,2024-08-02 21:15:12,287
Haunted Mansion Holiday,2024-08-02 21:20:11,288
Haunted Mansion Holiday,2024-08-02 21:25:12,290
Haunted Mansion Holiday,2024-08-02 21:30:12,292
